class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,habitat
p,x,y,n,f,f,n,d,b,h,m
e,x,y,b,t,n,n,w,n,w,p
e,k,y,c,f,l,a,w,b,p,p
e,x,s,p,t,n,a,d,n,u,l
p,f,y,g,t,p,n,w,n,h,u
p,f,g,g,f,y,d,c,n,p,p
p,b,s,w,t,f,a,c,n,o,g
e,s,f,p,t,l,a,w,b,g,l
p,x,y,b,t,f,d,w,b,h,g
p,f,s,u,f,y,n,c,n,r,m
e,f,y,c,t,a,d,c,b,r,g
p,k,g,w,t,y,a,d,n,n,p
e,s,y,p,t,n,f,d,b,b,g
e,s,s,e,f,y,d,d,n,w,m
p,x,g,n,t,m,d,d,b,r,d
e,k,y,b,f,n,a,c,b,h,m
p,s,f,p,f,y,d,c,n,b,p
p,s,y,c,t,y,a,c,n,h,l
e,c,y,n,t,f,f,w,b,r,u
p,k,g,p,t,p,f,c,b,b,w
e,s,y,r,t,n,n,w,n,k,l
e,c,s,w,t,f,a,w,n,r,d
e,c,s,p,t,a,f,w,n,n,u
e,s,g,r,f,n,a,d,n,u,w
e,x,s,n,t,n,d,w,b,r,p
e,c,f,n,t,n,d,c,b,k,p
e,c,y,n,f,p,a,c,n,w,p
e,k,g,u,t,l,a,c,b,h,m
p,x,s,p,t,f,d,c,n,g,l
e,x,f,r,f,a,a,c,b,y,u
p,c,f,g,f,p,d,c,b,p,d
p,k,g,e,t,f,n,w,b,b,l
p,k,g,e,f,y,n,c,b,w,u
e,k,s,r,f,a,n,w,n,u,g
p,k,y,g,f,y,a,d,n,u,l
p,b,f,b,f,y,d,c,b,y,g
p,s,f,u,t,f,f,d,b,e,d
e,c,g,r,f,n,f,d,n,w,p
e,c,f,c,t,a,d,d,n,g,d
p,c,g,w,t,f,d,c,n,h,m
e,x,y,w,f,a,d,w,b,o,m
e,x,g,y,t,n,d,d,n,u,w
e,k,y,e,f,a,d,c,n,r,l
p,s,s,n,f,y,f,w,n,o,g
p,x,g,c,f,p,n,d,b,k,g
e,f,s,b,f,a,d,c,b,h,u
p,c,y,g,t,s,a,w,n,n,d
e,c,f,b,t,l,n,w,n,k,l
e,b,s,e,f,n,f,c,b,w,l
p,b,g,n,f,n,d,d,b,o,g
p,f,g,g,t,c,a,c,b,w,w
p,b,s,r,t,p,f,d,n,e,w
e,s,s,y,f,f,n,c,n,h,g
p,k,s,g,f,y,n,w,b,n,w
e,k,g,e,f,n,a,w,n,g,m
e,c,s,b,t,l,d,w,b,o,l
e,k,s,w,f,y,a,w,b,n,m
p,b,y,b,f,f,a,w,b,o,p
p,f,s,b,t,p,f,c,n,b,p
e,s,s,b,f,l,a,c,n,p,d
e,k,g,y,f,y,a,c,n,o,g
p,c,g,e,t,y,n,d,b,k,u
e,c,f,c,t,n,f,d,b,u,g
p,s,g,y,t,f,d,w,n,r,l
e,b,g,y,t,a,n,w,b,y,g
e,k,g,e,f,y,a,w,b,h,m
p,b,g,u,t,p,d,d,n,r,g
e,c,s,y,t,y,f,d,b,n,m
e,f,f,g,f,l,n,c,n,n,p
e,k,g,u,t,a,d,d,n,p,d
p,f,s,e,t,f,a,w,n,e,w
p,s,g,p,t,y,a,c,b,g,m
e,k,f,p,f,n,d,d,n,o,w
e,c,y,c,t,n,n,c,n,k,l
p,k,y,r,f,f,d,d,b,r,g
e,c,f,y,t,n,a,d,n,w,l
p,x,s,b,f,y,f,d,n,w,m
e,c,s,r,f,a,n,w,b,e,m
e,c,f,r,t,n,a,d,b,o,m
p,s,y,u,f,s,a,w,n,e,m
e,k,g,g,t,a,d,c,n,o,m
p,f,y,p,t,s,a,d,b,e,g
e,c,g,w,f,l,n,w,n,b,u
e,k,f,g,f,l,d,w,b,y,l
p,c,f,p,f,m,f,c,b,u,p
e,b,f,w,f,n,a,c,n,y,d
p,b,y,y,f,y,n,c,n,u,p
e,b,f,n,f,n,n,d,n,g,d
p,b,y,e,f,p,f,d,b,u,l
p,f,s,n,f,y,n,c,n,w,g
e,s,g,g,t,n,n,d,b,o,l
p,c,g,c,t,f,f,w,n,o,m
p,b,g,g,f,p,a,w,b,u,u
e,k,f,u,f,a,n,d,b,n,l
p,b,g,w,t,y,d,d,b,e,w
p,x,f,w,f,p,n,w,b,g,d
e,x,y,y,f,f,d,w,b,p,d
e,s,f,n,f,l,n,d,b,p,g
e,f,g,y,t,n,a,d,n,b,m
e,x,f,n,t,f,n,c,b,g,l
p,k,f,w,t,f,d,c,b,y,d
e,b,y,g,t,n,n,d,n,h,l
p,x,f,c,f,f,d,w,n,h,m
e,x,g,w,f,y,f,d,b,n,g
e,f,f,r,t,n,n,w,b,r,u
p,x,s,p,t,f,n,d,b,y,u
p,b,f,n,t,m,d,d,n,k,m
p,s,s,n,f,p,d,w,b,p,p
e,s,g,u,t,l,a,w,b,y,g
e,s,s,y,t,n,f,d,b,e,p
e,c,s,e,f,n,d,w,b,u,w
p,b,s,e,f,n,a,w,n,w,d
e,x,s,u,t,a,d,d,n,g,p
p,x,s,w,t,c,f,c,b,r,p
p,x,f,n,f,n,f,c,n,k,g
e,f,y,b,f,a,f,w,b,r,d
p,k,s,c,t,y,f,d,b,k,p
p,b,g,r,f,y,n,w,n,g,m
p,s,g,g,t,f,f,d,b,u,l
e,x,f,g,t,n,f,c,n,g,d
e,c,y,e,f,y,a,c,n,b,d
e,f,y,e,t,n,f,c,b,y,m
e,k,s,u,f,y,d,w,n,h,l
p,x,g,n,f,c,d,c,n,b,u
p,s,g,y,t,n,d,c,n,h,p
e,b,f,g,f,y,n,w,n,y,u
p,c,s,n,f,s,d,d,b,y,d
p,s,g,r,t,c,f,c,b,e,u
e,f,s,c,t,l,n,d,n,r,d
e,b,y,c,f,l,f,d,n,b,g
p,b,s,g,t,s,a,w,n,g,p
p,f,s,b,t,s,f,d,n,o,u
p,b,f,u,f,y,d,d,n,k,l
e,c,f,g,f,n,a,w,n,b,l
e,c,y,r,t,n,a,d,n,w,w
e,b,y,b,f,n,a,c,b,r,g
p,x,s,p,t,p,a,w,b,e,u
p,b,g,w,t,c,n,w,b,n,u
e,x,s,e,t,a,f,w,b,p,u
p,b,y,e,t,f,a,c,b,o,w
p,s,f,b,f,c,n,d,n,y,w
p,k,f,g,f,m,n,d,n,n,g
p,c,y,e,f,c,n,d,n,g,p
e,b,s,n,f,l,f,c,b,h,u
p,c,g,e,f,f,a,d,b,n,w
e,f,f,c,t,n,f,d,n,h,u
e,k,s,e,t,a,n,c,n,u,m
p,x,g,p,t,f,n,c,b,e,l
p,f,y,u,f,f,f,d,b,n,w
e,k,s,b,t,y,n,c,n,e,p
p,f,g,n,f,s,n,c,n,e,p
p,c,s,p,f,y,d,c,n,r,p
p,s,f,c,t,y,n,w,b,h,u
e,k,y,g,t,n,f,w,n,p,m
p,f,f,w,f,f,a,d,n,h,p
e,x,f,c,f,l,a,d,b,u,g
e,k,s,b,t,n,f,c,b,e,d
e,k,y,b,f,l,f,d,n,b,g
e,f,s,b,t,l,n,w,b,o,w
p,s,g,p,t,p,f,d,n,g,l
p,b,y,b,f,s,f,d,b,w,m
p,x,f,u,t,f,n,w,n,k,p
e,x,f,u,f,a,d,w,n,b,m
p,f,f,u,f,s,d,c,b,u,g
p,s,s,b,t,s,n,c,n,u,w
p,c,s,u,t,f,d,c,n,g,p
p,c,s,y,f,y,d,d,b,g,u
p,b,y,e,t,y,n,d,b,w,g
p,b,y,e,f,p,d,d,b,h,l
p,f,y,b,f,s,f,w,b,h,p
e,s,y,r,t,a,d,d,b,h,d
p,c,g,p,t,s,d,w,b,n,l
e,x,f,w,t,n,f,d,b,o,w
e,s,s,p,t,f,f,d,b,b,m
p,c,s,y,t,p,a,w,n,k,l
e,s,g,p,t,n,n,w,n,y,d
p,f,f,y,f,p,a,w,b,w,l
e,c,f,y,f,a,a,c,b,e,d
e,k,g,p,f,n,d,c,n,b,d
e,f,y,w,t,l,f,d,b,u,u
e,k,f,y,t,y,a,d,n,y,l
p,s,y,u,t,y,n,d,n,u,u
e,f,g,n,f,n,a,c,b,e,l
e,x,s,n,t,n,d,d,n,o,u
e,f,s,g,t,y,a,w,n,k,g
e,f,s,b,t,n,f,w,b,r,u
p,f,s,c,f,f,f,c,n,e,g
e,f,f,u,f,n,n,w,n,k,g
p,b,y,u,f,f,a,w,n,n,w
p,k,s,c,t,y,f,d,n,b,p
p,f,s,b,t,f,a,w,n,w,g
p,f,s,n,f,f,a,w,b,w,p
e,s,g,w,f,n,f,c,b,r,u
e,b,f,y,f,f,f,w,n,w,w
p,c,g,c,t,m,d,w,n,o,m
p,s,y,w,t,p,d,d,b,p,p
p,s,s,g,f,p,n,d,b,u,w
p,b,f,y,f,s,n,d,b,o,m
e,b,f,p,t,n,n,c,n,r,w
e,b,f,u,f,n,a,d,b,g,u
p,s,g,y,f,s,n,w,b,e,p
p,s,g,p,f,y,f,c,b,n,d
e,f,g,n,f,a,n,w,n,p,u
p,b,g,p,t,p,a,w,n,g,m
e,b,y,p,t,a,d,d,b,e,u
e,s,s,r,t,l,a,c,n,n,m
p,s,s,c,f,s,f,c,b,b,g
p,b,g,y,f,n,n,d,b,e,m
e,f,g,c,t,l,n,c,n,e,m
e,x,g,y,f,n,f,w,n,y,g
e,x,y,u,t,l,n,c,b,o,p
p,c,y,e,f,s,d,w,n,e,l
e,f,f,c,f,a,a,c,n,p,p
p,s,s,c,f,p,a,c,n,g,l
p,b,g,u,t,f,f,d,n,e,g
p,b,f,y,t,n,d,d,b,p,p
e,b,s,u,f,f,f,c,b,e,u
p,x,f,w,f,p,f,w,b,e,w
e,s,y,p,t,n,d,d,b,r,d
e,b,y,u,t,l,f,d,b,n,u
e,b,f,y,t,n,a,d,n,y,p
e,x,f,n,f,n,n,c,n,y,u
p,b,s,u,t,s,a,w,b,n,g
e,c,g,b,f,l,n,w,b,p,u
e,s,s,u,t,n,n,c,b,h,w
p,k,s,c,f,s,a,w,b,p,w
e,c,y,w,t,l,f,d,n,u,u
p,f,y,r,t,p,d,w,n,r,l
e,c,f,u,t,n,n,d,n,u,w
e,c,y,e,t,n,d,d,n,r,l
p,x,s,b,t,f,d,c,n,w,m
e,f,f,n,t,n,n,d,n,b,g
p,s,f,u,t,f,d,w,n,p,u
e,s,y,p,f,n,d,w,b,k,g
e,c,g,p,f,n,f,w,b,r,g
e,k,y,b,f,n,d,w,b,b,l
e,c,f,c,t,n,a,w,n,e,w
e,b,f,g,f,n,n,d,n,e,d
p,x,g,c,f,s,f,c,b,b,u
e,b,s,b,f,n,a,c,b,u,d
e,f,f,c,t,n,d,w,n,o,m
e,f,g,p,t,n,d,d,n,n,p
p,x,s,w,t,s,a,c,n,r,d
p,c,y,g,t,y,a,w,n,y,m
p,f,g,p,t,m,f,d,n,h,l
p,k,s,n,f,s,d,c,n,e,m
e,x,f,p,f,n,d,d,b,w,l
e,b,f,c,t,a,d,w,n,o,l
p,k,g,w,f,s,a,d,b,h,d
p,s,y,g,f,f,d,c,b,o,g
e,x,g,u,f,n,n,c,b,r,w
e,k,f,g,f,a,n,d,n,p,u
p,x,s,p,t,m,f,c,n,o,p
p,b,y,u,t,y,f,d,b,u,l
e,c,s,b,f,n,a,d,n,h,l
p,x,g,y,t,f,n,w,n,u,d
e,f,g,p,f,a,a,w,b,g,d
e,b,s,e,t,l,f,d,b,w,g
e,b,s,p,f,n,a,c,b,u,p
e,k,s,b,t,l,a,w,n,w,l
e,f,g,g,f,n,d,c,n,h,u
p,k,s,n,t,s,f,d,n,b,d
e,s,f,u,f,n,d,c,b,o,d
p,b,s,e,f,s,f,c,n,h,u
e,x,f,y,f,l,d,d,n,g,g
e,s,f,b,f,l,f,w,n,b,l
p,f,s,y,f,f,f,w,b,r,p
p,b,y,r,t,s,n,c,b,h,g
p,f,y,e,t,p,f,d,n,k,g
p,s,y,e,f,n,a,d,b,n,d
e,x,f,r,f,n,n,w,b,p,m
e,c,y,e,t,l,d,d,n,h,g
p,k,y,p,f,y,a,d,n,y,m
p,k,s,r,t,y,a,c,b,e,d
p,s,g,g,f,f,f,c,n,n,d
p,b,f,r,t,f,f,w,n,y,m
p,b,g,g,f,f,a,w,n,h,w
e,x,f,n,f,n,n,c,n,o,l
p,b,f,c,f,f,a,d,n,w,u
p,b,y,e,f,s,a,d,n,n,p
p,b,s,u,f,p,f,c,n,r,w
e,f,g,u,f,l,f,c,b,k,g
e,f,g,c,t,a,f,c,n,y,w
e,c,y,w,f,l,d,c,n,b,l
e,f,g,p,t,a,a,d,b,u,p
p,k,g,e,f,f,a,d,n,g,g
e,s,f,e,t,a,d,w,n,w,u
e,c,s,c,f,a,a,c,n,p,u
e,b,s,g,t,a,a,w,b,k,m
p,k,g,p,t,c,a,d,n,h,m
p,c,g,b,f,s,n,w,n,b,d
e,s,f,u,f,n,d,d,b,e,p
e,c,y,b,f,l,d,d,b,u,g
e,k,f,r,f,a,a,w,n,o,m
e,c,y,g,t,n,f,w,n,y,l
e,k,y,w,f,a,a,c,n,b,w
p,c,f,b,f,s,a,d,n,k,w
e,c,s,u,t,a,n,c,b,g,w
e,c,f,u,f,y,n,c,n,e,d
p,k,y,u,f,f,f,d,b,b,m
e,c,s,n,t,l,n,w,n,w,p
p,s,s,e,f,c,a,c,b,n,l
e,s,f,b,f,l,a,c,n,b,u
p,f,s,r,t,y,n,d,b,g,l
p,f,s,b,f,y,n,w,b,g,w
p,f,f,r,f,p,d,w,n,e,p
e,f,g,u,f,n,a,c,n,p,u
e,f,s,p,t,f,f,d,n,h,g
e,s,f,r,f,n,n,c,b,n,p
p,b,f,g,t,p,n,w,n,p,m
p,c,g,e,t,f,d,c,n,p,p
e,s,s,e,f,a,d,d,b,e,p
e,s,y,n,t,l,n,c,b,p,p
e,x,y,y,f,n,f,w,n,y,u
e,b,s,b,f,l,f,d,b,w,p
e,k,s,c,f,n,n,d,b,k,g
e,b,f,n,t,a,d,d,b,y,p
p,x,f,c,f,p,a,d,b,u,m
p,s,y,y,t,y,a,d,b,h,d
p,b,s,e,t,f,d,c,b,h,w
e,c,f,g,t,l,a,d,n,p,l
p,f,y,u,f,y,d,w,n,y,u
p,c,y,u,t,f,f,d,n,p,m
e,b,g,r,t,l,a,w,n,r,g
p,s,s,n,t,f,n,w,n,h,p
e,s,g,y,t,l,n,w,n,b,u
e,x,f,g,t,a,a,w,n,g,w
e,k,f,u,t,n,n,w,n,p,u
e,c,y,r,f,n,d,c,b,o,u
p,x,f,b,t,p,d,w,n,w,w
e,k,g,e,f,n,n,w,n,p,w
e,f,s,b,f,n,a,w,b,y,m
e,c,y,e,f,l,a,c,b,w,w
p,s,y,b,t,p,a,d,n,k,d
e,c,f,r,f,n,f,w,b,w,d
p,s,y,g,f,p,a,c,n,h,l
p,s,y,n,t,p,a,c,b,u,l
e,f,s,e,t,a,d,c,n,r,w
e,f,y,y,f,a,f,d,b,y,g
p,b,s,c,f,m,d,c,b,e,w
e,k,g,g,f,n,n,w,n,p,m
e,x,y,g,t,n,n,w,n,p,m
p,f,g,r,t,f,a,w,n,g,m
e,b,s,c,t,n,f,d,n,w,w
e,k,y,w,f,n,n,c,n,p,p
e,k,f,g,t,n,a,w,b,h,m
e,c,f,y,t,a,f,w,b,r,m
p,b,y,g,t,f,n,w,n,o,u
p,b,s,p,f,s,n,d,b,r,w
p,c,f,e,t,y,f,w,b,r,w
p,x,g,u,f,n,f,c,n,p,d
e,f,s,g,f,a,f,c,b,g,u
e,s,s,g,t,l,f,d,n,p,d
e,c,y,r,t,f,n,d,b,u,u
e,f,g,y,t,f,f,d,n,y,m
p,s,s,r,f,p,d,c,b,h,m
p,b,y,n,f,y,d,d,b,b,w
e,c,g,e,f,a,n,d,n,g,u
e,s,s,y,f,n,n,c,n,e,g
e,x,f,r,t,n,a,w,b,e,g
e,f,g,c,t,n,n,d,n,y,l
e,f,s,c,f,n,f,w,b,g,p
p,f,g,g,f,y,f,w,n,o,p
p,b,f,u,f,f,n,w,n,b,l
p,s,s,r,f,y,d,w,b,w,d
e,f,f,n,t,n,a,d,b,e,u
e,k,y,r,t,n,n,d,b,u,u
e,f,y,r,t,l,n,d,b,r,m
p,b,s,p,t,y,a,c,b,e,d
p,c,s,u,f,n,d,c,n,u,p
p,f,g,r,f,f,n,w,b,k,m
e,f,s,b,t,f,d,c,n,n,m
p,c,y,b,t,f,f,w,n,e,p
e,s,s,g,t,y,d,w,n,n,u
p,s,g,n,t,f,f,d,n,w,d
e,k,y,u,t,l,a,d,n,p,g
e,b,s,n,t,n,n,c,n,h,u
p,c,f,c,f,p,f,d,b,o,u
e,b,f,y,f,n,d,c,b,h,m
e,s,f,u,t,a,n,d,n,h,m
e,c,f,p,t,a,f,d,b,p,d
e,x,g,u,f,y,f,c,b,w,m
e,k,f,r,f,a,d,w,b,e,p
e,x,f,e,t,n,f,c,b,h,p
e,s,s,p,f,n,a,d,b,b,l
e,c,f,g,f,a,f,w,n,w,m
p,s,f,n,f,f,d,d,b,e,p
e,c,s,b,f,l,n,d,n,u,l
e,b,y,p,f,n,d,d,n,b,d
p,c,g,g,f,p,d,w,b,g,w
p,s,g,c,f,p,n,d,n,w,m
p,b,y,u,f,y,f,c,n,k,m
e,b,s,u,f,a,a,c,b,u,g
p,c,y,b,f,y,d,c,n,r,p
p,b,g,e,t,f,d,w,b,g,l
p,s,g,n,t,n,a,c,n,h,m
p,k,y,y,f,y,d,d,b,p,p
p,x,f,u,t,s,n,w,b,w,l
p,c,g,y,t,p,f,d,n,n,g
p,b,y,n,f,s,n,d,n,e,l
e,b,f,c,t,n,d,d,n,g,m
p,s,f,c,f,p,n,c,n,p,u
p,b,s,y,t,y,d,c,b,k,d
e,b,y,b,t,n,f,w,b,y,u
p,k,g,y,t,n,n,w,n,b,g
e,c,s,r,f,n,n,c,b,o,w
e,c,g,g,t,l,a,c,n,w,m
p,s,f,p,f,y,a,d,n,w,m
e,k,y,b,t,n,d,c,b,e,p
e,k,f,g,t,n,n,d,n,y,u
e,k,f,u,f,n,f,c,b,g,p
e,c,f,n,t,n,f,d,b,e,m
e,f,y,c,f,n,a,c,b,u,g
e,s,s,n,f,a,a,c,b,y,w
e,s,g,b,f,n,a,w,b,k,u
p,x,f,w,f,y,f,w,b,w,d
p,k,g,y,t,y,f,d,b,o,p
e,k,g,r,f,l,f,w,n,e,g
p,c,s,g,f,f,d,w,b,y,m
e,s,y,g,f,y,n,c,n,r,l
e,c,g,e,t,n,d,d,b,e,l
e,x,s,c,t,n,n,w,n,h,u
p,b,g,g,f,f,n,w,b,w,w
p,c,f,b,t,y,n,c,b,y,w
e,x,s,p,t,l,a,c,b,w,g
e,c,y,w,f,n,n,c,n,e,p
e,c,y,g,f,n,a,d,n,e,d
e,c,f,p,t,n,n,c,b,r,g
p,f,f,g,t,f,d,d,n,e,u
e,f,g,b,t,y,d,c,b,w,m
p,k,s,p,t,c,n,w,n,u,w
e,f,s,u,f,n,d,d,n,u,g
p,x,s,g,t,p,d,c,b,y,u
p,c,s,u,t,c,n,c,b,n,d
e,f,g,e,t,a,n,w,n,u,u
p,s,s,c,f,c,a,w,n,n,p
p,c,s,b,t,p,d,w,n,r,m
e,b,y,r,f,n,d,c,b,o,g
e,k,y,b,f,l,n,w,n,u,u
p,f,g,y,f,p,f,w,b,w,m
e,s,f,r,t,a,a,d,n,r,p
e,s,y,y,t,n,a,d,n,p,d
e,c,f,p,f,a,f,d,b,e,u
p,b,g,e,t,y,a,c,b,y,p
p,k,y,p,f,y,a,d,b,b,m
p,k,y,g,f,s,d,c,n,e,p
p,b,g,c,t,p,d,w,n,r,g
e,f,s,b,f,a,n,c,n,n,p
p,f,g,n,f,n,n,c,b,k,d
p,c,f,b,t,s,a,w,b,y,l
e,x,f,b,f,a,f,d,b,r,l
e,c,s,r,t,a,n,d,n,y,l
e,c,g,w,t,n,n,d,n,b,l
p,c,g,n,f,c,f,w,n,w,g
p,b,s,g,f,y,a,c,b,y,u
p,k,g,y,t,s,a,w,n,g,l
p,k,y,u,f,y,n,w,b,r,w
e,x,g,y,t,n,a,w,n,e,l
p,f,y,c,f,f,a,w,b,r,d
p,c,g,e,t,p,n,c,n,y,u
e,b,y,c,f,n,n,d,n,e,l
p,b,f,e,t,y,d,d,b,o,w
e,c,s,b,f,a,d,w,b,o,u
p,b,f,r,f,f,a,c,b,w,l
p,b,y,g,t,f,f,w,b,r,w
p,c,s,w,t,y,d,c,n,y,u
p,x,f,c,f,s,a,w,b,k,u
e,b,f,r,f,a,f,d,n,p,m
p,k,y,y,f,c,d,d,n,e,p
e,s,g,w,f,n,d,w,n,h,u
p,k,g,p,t,y,a,d,b,k,l
p,s,y,b,f,f,n,w,b,e,g
p,s,f,n,f,n,n,c,b,n,u
e,k,g,n,t,a,f,c,b,b,l
p,c,g,u,f,p,n,c,b,r,u
p,s,f,b,t,m,a,c,b,n,m
p,k,y,u,f,y,d,w,b,n,g
e,f,y,n,t,n,f,d,b,r,g
e,b,g,g,t,a,n,c,n,y,l
e,x,y,y,f,l,d,d,n,h,p
p,s,f,g,t,s,a,w,b,g,d
p,k,y,r,f,s,a,d,n,w,m
p,c,s,y,t,p,d,d,b,p,p
e,s,y,n,t,f,a,d,b,b,g
e,x,y,u,t,a,a,w,b,g,d
p,c,y,b,f,f,d,w,n,k,w
p,x,s,b,f,p,n,w,b,e,g
p,x,f,e,t,s,f,d,n,h,d
p,b,y,w,f,s,d,c,n,g,w
e,s,g,p,t,n,d,c,b,h,p
p,s,y,n,t,f,n,d,n,y,w
p,s,s,n,f,y,f,c,n,u,w
e,x,s,u,t,s,a,c,b,p,u
e,f,g,e,f,n,n,d,b,w,p
e,f,s,c,t,n,f,w,b,y,w
e,f,s,w,f,a,d,c,b,n,p
p,c,s,g,t,c,f,w,b,u,w
e,b,f,g,t,l,n,c,n,n,u
e,c,s,c,t,y,a,d,n,r,u
e,s,y,e,t,a,f,d,n,n,w
p,s,g,w,t,c,f,w,n,r,u
e,k,y,n,f,n,d,w,n,r,m
p,s,y,b,f,y,f,w,b,w,g
e,f,g,n,t,l,d,w,n,o,w
e,b,f,g,t,n,n,d,b,e,g
e,f,f,y,f,f,a,d,n,g,u
e,b,s,u,f,n,n,d,n,y,w
e,c,f,u,t,n,f,w,n,b,w
e,s,f,p,t,n,f,d,b,y,u
p,c,s,r,t,p,d,d,n,n,m
p,f,f,g,t,f,d,c,b,h,m
e,x,f,e,t,n,n,c,n,y,l
e,b,s,u,t,f,n,c,n,k,p
p,s,y,y,f,m,n,w,b,w,d
p,k,y,n,t,f,a,w,b,y,g
e,x,g,p,t,a,d,d,n,n,w
p,c,f,b,f,p,n,d,n,p,g
p,b,s,g,f,y,d,w,n,g,m
p,x,s,r,f,p,n,c,n,g,p
e,k,f,e,t,n,a,d,b,b,m
e,x,f,p,f,n,d,c,n,w,d
e,k,s,b,t,l,d,d,b,k,w
p,c,s,r,f,p,d,c,b,r,d
p,b,s,r,f,y,d,d,n,y,l
e,c,g,p,f,a,a,c,b,k,w
p,b,y,n,t,p,n,c,n,h,l
p,x,s,e,f,s,a,w,n,h,l
p,c,y,c,f,p,d,d,b,w,w
p,b,f,r,f,s,f,c,b,b,w
p,s,y,u,t,y,a,w,n,h,m
e,k,y,c,t,n,f,d,n,r,p
p,b,y,y,t,s,d,w,b,r,w
p,s,f,p,t,s,d,c,b,w,u
e,c,y,r,t,n,a,d,b,r,g
e,c,y,u,f,n,f,c,n,r,u
p,x,g,y,f,s,a,c,n,h,p
e,k,f,c,t,n,a,w,b,w,d
p,b,y,b,f,f,a,c,n,o,w
e,c,f,g,f,n,d,d,n,o,m
e,b,s,c,t,n,n,w,b,n,m
e,f,y,g,t,n,f,c,b,y,w
e,k,f,u,t,n,n,c,b,r,m
p,k,y,r,f,s,n,c,n,g,l
p,s,y,g,t,y,d,w,n,e,l
e,f,s,p,t,a,d,d,b,k,l
e,k,g,u,t,a,d,w,n,b,u
e,f,f,r,f,n,a,c,n,u,w
e,b,y,u,f,n,d,w,b,w,w
p,f,s,c,f,s,d,c,b,u,d
e,x,s,u,t,n,d,w,n,e,g
e,s,g,c,f,n,d,c,n,u,m
e,f,g,p,t,n,n,w,n,w,m
e,b,s,e,t,n,n,c,b,e,u
e,k,s,p,f,l,d,c,n,g,d
e,x,f,y,t,a,n,w,n,r,d
p,f,f,c,f,y,d,w,n,u,w
p,s,s,r,t,n,f,c,b,h,g
p,s,s,w,t,f,a,d,n,w,g
e,b,g,e,f,a,d,c,n,h,u
e,x,f,p,t,l,n,c,n,y,m
p,x,s,w,f,c,a,d,b,u,p
p,x,f,b,f,f,n,c,b,y,d
p,f,f,w,t,s,f,w,n,o,p
e,b,s,y,t,n,f,w,n,r,g
e,b,s,y,t,n,a,d,b,e,d
p,b,y,p,t,p,f,c,n,r,g
p,c,f,w,t,s,d,w,n,g,m
p,k,f,g,t,f,f,c,b,y,g
p,b,g,r,t,f,n,d,b,w,u
p,c,g,b,t,f,d,w,n,h,p
e,c,g,c,t,n,n,d,b,b,d
p,x,f,n,t,f,a,c,n,o,p
p,k,s,g,t,m,a,c,b,g,g
p,x,s,b,f,y,a,c,b,n,u
e,k,s,b,t,n,n,d,n,b,w
e,x,f,n,t,a,n,w,b,g,g
p,s,s,y,t,s,a,d,b,u,g
e,f,g,b,f,l,n,w,n,y,w
p,k,s,g,t,s,a,c,n,r,u
e,s,s,p,f,n,a,c,n,w,u
e,c,g,u,f,l,n,d,n,n,l
p,c,y,u,t,p,d,w,b,p,d
e,k,y,u,t,a,a,c,n,y,p
e,x,y,g,t,p,f,c,n,r,g
e,f,f,r,f,l,d,d,b,r,m
p,f,f,c,f,c,d,d,n,p,g
e,b,g,n,f,n,d,w,b,o,g
p,k,y,e,t,p,d,c,b,g,m
e,f,f,y,t,y,a,w,b,w,w
p,x,s,u,f,p,a,w,b,u,p
e,x,y,w,f,n,a,w,n,k,l
e,c,y,y,f,l,f,d,b,h,u
e,f,f,g,f,n,a,w,n,e,l
e,f,y,r,t,l,a,w,n,y,g
p,x,g,r,t,c,f,w,b,w,g
e,c,g,u,f,n,a,d,b,u,d
e,f,f,w,t,n,n,d,n,n,m
p,x,y,e,f,y,n,c,b,b,w
e,c,g,u,f,f,a,d,b,b,m
e,c,y,n,t,a,d,d,n,r,g
p,x,g,y,t,p,a,w,b,b,l
p,c,g,p,t,s,f,c,n,b,d
e,s,y,y,f,n,d,d,b,g,l
e,s,f,w,f,n,f,c,b,b,p
p,c,f,u,t,s,n,w,n,g,w
e,b,f,n,t,s,f,d,b,b,g
p,c,y,w,t,f,a,w,n,n,w
e,f,y,c,f,n,n,w,b,p,u
p,c,y,w,f,y,d,c,n,b,u
e,f,f,g,t,a,a,d,b,r,l
p,x,y,w,t,y,n,c,n,w,m
e,c,f,e,f,s,d,w,n,n,m
p,x,g,u,t,f,n,d,b,k,l
e,k,f,g,f,n,d,w,n,p,p
e,s,f,w,t,n,d,c,n,y,g
p,c,s,g,f,c,f,c,b,b,u
p,x,s,n,f,f,a,w,b,n,l
p,k,f,p,t,p,d,c,n,n,w
e,f,s,g,t,n,d,c,n,g,m
p,f,y,y,f,s,f,w,n,r,g
e,s,s,c,t,n,d,d,b,w,u
p,s,s,r,t,s,d,d,b,n,p
p,f,s,c,t,y,n,d,n,r,l
e,f,f,w,f,y,a,w,b,k,g
p,f,g,p,f,c,f,w,n,u,w
p,b,g,c,f,y,f,c,b,h,u
e,s,g,r,t,s,d,d,b,g,p
p,x,g,e,f,f,d,c,n,b,m
e,k,g,e,t,l,f,w,b,r,g
p,k,g,p,t,y,d,d,b,k,w
e,c,f,r,f,n,d,w,b,o,l
e,x,y,r,f,n,n,c,n,p,u
e,s,y,n,f,a,f,c,b,b,d
