age,workclass,education,marital-status,occupation,race,sex,hours-per-week,native-country,income
58,State-gov,HS-grad,Widowed,Armed-Forces,White,Male,25,United-States,<=50K
21,Private,7th-8th,Married-civ-spouse,Farming-fishing,White,Female,49,United-States,<=50K
38,Self-emp-not-inc,Doctorate,Married-civ-spouse,Machine-op-inspct,White,Male,51,United-States,<=50K
44,Private,10th,Married-civ-spouse,Machine-op-inspct,White,Male,46,United-States,<=50K
17,Private,10th,Never-married,Exec-managerial,White,Female,57,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Farming-fishing,White,Male,55,United-States,>50K
36,State-gov,HS-grad,Separated,Tech-support,Black,Male,15,Other,>50K
26,Private,Bachelors,Never-married,Protective-serv,White,Female,34,United-States,<=50K
27,Private,Bachelors,Divorced,Prof-specialty,White,Male,28,United-States,>50K
33,Private,Bachelors,Never-married,Protective-serv,White,Female,48,United-States,<=50K
46,Private,Assoc-voc,Widowed,Transport-moving,White,Female,52,United-States,<=50K
33,Private,10th,Married-civ-spouse,Farming-fishing,White,Male,29,United-States,<=50K
52,Private,9th,Married-civ-spouse,Adm-clerical,White,Male,41,United-States,<=50K
25,Private,9th,Married-civ-spouse,Tech-support,White,Male,31,United-States,<=50K
21,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,70,United-States,<=50K
63,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,White,Male,34,United-States,>50K
29,Private,Prof-school,Never-married,Tech-support,White,Male,36,United-States,<=50K
20,Private,Some-college,Separated,Adm-clerical,White,Male,34,United-States,<=50K
17,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,32,United-States,<=50K
51,Private,9th,Married-civ-spouse,Adm-clerical,White,Female,35,United-States,<=50K
33,Private,HS-grad,Widowed,Exec-managerial,Black,Female,65,United-States,<=50K
34,Local-gov,12th,Married-civ-spouse,Exec-managerial,White,Male,16,United-States,>50K
35,Private,Some-college,Widowed,Prof-specialty,White,Male,37,United-States,<=50K
51,Private,10th,Married-civ-spouse,Adm-clerical,White,Male,37,United-States,<=50K
35,Private,Assoc-acdm,Never-married,Craft-repair,White,Female,29,United-States,>50K
68,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,15,United-States,>50K
39,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,57,United-States,<=50K
51,Without-pay,Masters,Married-civ-spouse,Armed-Forces,White,Female,51,United-States,<=50K
48,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,46,United-States,<=50K
37,Private,Bachelors,Widowed,Exec-managerial,White,Female,29,United-States,>50K
30,Private,9th,Never-married,Other-service,White,Male,63,United-States,<=50K
42,Local-gov,Masters,Married-civ-spouse,Transport-moving,White,Male,57,United-States,<=50K
44,Self-emp-inc,12th,Married-civ-spouse,Other-service,White,Female,25,United-States,<=50K
30,Local-gov,HS-grad,Never-married,Protective-serv,White,Female,27,United-States,<=50K
40,Without-pay,Masters,Divorced,Other-service,White,Male,59,United-States,>50K
54,Private,11th,Never-married,Prof-specialty,White,Male,37,United-States,<=50K
64,Private,7th-8th,Married-civ-spouse,Armed-Forces,White,Female,43,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,38,Philippines,<=50K
62,Private,11th,Never-married,Protective-serv,White,Female,47,United-States,<=50K
29,State-gov,Some-college,Divorced,Other-service,White,Male,39,United-States,>50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,White,Male,47,United-States,<=50K
55,Private,9th,Married-civ-spouse,Priv-house-serv,Black,Female,52,Mexico,<=50K
26,Private,Bachelors,Divorced,Adm-clerical,White,Male,16,United-States,>50K
31,Private,7th-8th,Never-married,Exec-managerial,White,Male,31,Other,<=50K
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,39,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Armed-Forces,White,Male,31,United-States,<=50K
20,Private,5th-6th,Divorced,Tech-support,White,Male,26,Mexico,<=50K
57,Private,11th,Married-civ-spouse,Other-service,White,Male,49,United-States,<=50K
53,Private,Bachelors,Never-married,Adm-clerical,White,Male,39,Other,<=50K
43,Private,7th-8th,Never-married,Adm-clerical,White,Male,58,United-States,<=50K
37,Private,5th-6th,Married-civ-spouse,Farming-fishing,White,Female,31,United-States,<=50K
32,Local-gov,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,36,United-States,<=50K
41,Private,9th,Married-civ-spouse,Farming-fishing,White,Male,42,United-States,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Female,25,United-States,<=50K
41,Private,Preschool,Never-married,Exec-managerial,Black,Male,38,United-States,<=50K
66,Private,HS-grad,Separated,Tech-support,White,Male,52,United-States,>50K
26,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,47,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Protective-serv,White,Female,39,United-States,<=50K
33,Private,HS-grad,Never-married,Craft-repair,Black,Male,29,United-States,>50K
23,Private,Some-college,Divorced,Protective-serv,White,Female,57,United-States,<=50K
36,Private,Masters,Divorced,Sales,White,Male,20,United-States,<=50K
43,Local-gov,Bachelors,Married-civ-spouse,Transport-moving,White,Male,47,United-States,<=50K
44,Private,Masters,Never-married,Adm-clerical,White,Female,38,United-States,<=50K
66,Private,7th-8th,Divorced,Craft-repair,White,Male,50,Other,<=50K
44,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
52,Private,HS-grad,Divorced,Tech-support,White,Male,53,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,37,United-States,<=50K
59,Private,HS-grad,Divorced,Armed-Forces,Black,Male,47,United-States,<=50K
69,Federal-gov,Bachelors,Never-married,Armed-Forces,White,Female,21,United-States,<=50K
44,Private,Masters,Married-civ-spouse,Other-service,White,Male,58,United-States,>50K
25,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,60,United-States,<=50K
30,Private,11th,Divorced,Priv-house-serv,Asian-Pac-Islander,Female,44,United-States,<=50K
41,Private,12th,Never-married,Armed-Forces,White,Female,42,United-States,<=50K
43,Private,HS-grad,Never-married,Transport-moving,White,Male,35,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,61,United-States,<=50K
43,Local-gov,HS-grad,Never-married,Armed-Forces,White,Male,39,United-States,<=50K
38,Private,Bachelors,Divorced,Armed-Forces,White,Female,43,United-States,>50K
29,Private,HS-grad,Never-married,Adm-clerical,White,Male,48,United-States,<=50K
43,State-gov,Some-college,Widowed,Machine-op-inspct,White,Female,49,Philippines,<=50K
62,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Female,45,United-States,<=50K
51,Private,Bachelors,Never-married,Craft-repair,Black,Male,34,United-States,<=50K
44,Private,Some-college,Divorced,Exec-managerial,White,Male,48,United-States,<=50K
51,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,53,United-States,<=50K
33,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Female,26,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,43,United-States,<=50K
28,Private,10th,Married-civ-spouse,Transport-moving,White,Female,53,Other,<=50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Female,4,United-States,<=50K
32,Private,Bachelors,Never-married,Tech-support,White,Male,23,United-States,>50K
53,Private,Bachelors,Never-married,Armed-Forces,White,Male,28,United-States,>50K
31,Private,Some-college,Divorced,Handlers-cleaners,Black,Female,26,United-States,<=50K
27,Local-gov,Some-college,Never-married,Other-service,White,Male,15,United-States,>50K
63,Private,Some-college,Never-married,Other-service,White,Male,43,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Priv-house-serv,White,Male,28,United-States,>50K
39,Federal-gov,10th,Never-married,Adm-clerical,Black,Female,31,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Female,32,United-States,<=50K
23,Private,HS-grad,Divorced,Tech-support,White,Male,70,United-States,>50K
54,Self-emp-not-inc,1st-4th,Never-married,Priv-house-serv,White,Male,45,United-States,<=50K
46,Self-emp-inc,Bachelors,Widowed,Adm-clerical,White,Male,50,United-States,>50K
58,Private,10th,Divorced,Priv-house-serv,White,Female,30,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Female,24,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,65,United-States,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,27,United-States,<=50K
41,Private,Some-college,Divorced,Priv-house-serv,White,Male,37,United-States,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,36,Other,<=50K
39,Private,Some-college,Never-married,Machine-op-inspct,White,Male,61,United-States,>50K
19,Never-worked,7th-8th,Never-married,Handlers-cleaners,White,Female,28,United-States,<=50K
42,Private,Assoc-voc,Never-married,Transport-moving,White,Male,48,United-States,<=50K
17,Private,HS-grad,Never-married,Armed-Forces,White,Male,16,United-States,<=50K
17,Private,HS-grad,Married-civ-spouse,Armed-Forces,White,Female,43,United-States,<=50K
48,Private,10th,Married-civ-spouse,Craft-repair,White,Female,26,United-States,<=50K
30,Private,Some-college,Never-married,Handlers-cleaners,White,Male,57,United-States,<=50K
25,Local-gov,Bachelors,Never-married,Armed-Forces,White,Male,42,United-States,>50K
54,Local-gov,HS-grad,Never-married,Protective-serv,Black,Male,42,United-States,<=50K
42,State-gov,9th,Never-married,Transport-moving,Black,Female,43,United-States,<=50K
49,Local-gov,Masters,Never-married,Armed-Forces,White,Female,49,United-States,<=50K
35,Local-gov,HS-grad,Never-married,Farming-fishing,White,Male,66,United-States,<=50K
72,Private,9th,Never-married,Tech-support,White,Male,33,United-States,<=50K
30,Private,11th,Married-civ-spouse,Protective-serv,White,Male,19,United-States,<=50K
60,Private,10th,Never-married,Handlers-cleaners,White,Male,12,United-States,<=50K
37,Self-emp-not-inc,12th,Married-AF-spouse,Armed-Forces,White,Male,44,United-States,>50K
17,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Female,23,United-States,<=50K
44,Private,Bachelors,Never-married,Priv-house-serv,Black,Female,60,United-States,<=50K
42,Private,12th,Married-civ-spouse,Prof-specialty,White,Male,29,United-States,<=50K
24,Private,HS-grad,Never-married,Transport-moving,White,Male,27,United-States,<=50K
26,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Armed-Forces,White,Male,36,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,39,United-States,<=50K
42,Private,Masters,Divorced,Handlers-cleaners,White,Female,56,Philippines,<=50K
17,Private,Masters,Married-AF-spouse,Tech-support,White,Male,35,United-States,<=50K
51,State-gov,Some-college,Never-married,Armed-Forces,White,Male,21,United-States,<=50K
31,Private,Assoc-acdm,Never-married,Craft-repair,Black,Male,41,United-States,<=50K
20,Private,HS-grad,Never-married,Sales,White,Male,32,United-States,<=50K
50,Private,HS-grad,Never-married,Sales,Other,Male,43,United-States,<=50K
37,Private,10th,Married-civ-spouse,Adm-clerical,White,Female,38,Other,<=50K
53,Private,Some-college,Never-married,Adm-clerical,White,Female,31,United-States,<=50K
43,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,70,United-States,<=50K
37,Private,9th,Married-civ-spouse,Protective-serv,White,Male,25,United-States,<=50K
36,Without-pay,10th,Never-married,Machine-op-inspct,White,Male,50,United-States,<=50K
44,Private,Assoc-voc,Never-married,Other-service,White,Female,48,United-States,<=50K
32,Private,HS-grad,Never-married,Prof-specialty,White,Female,35,Germany,<=50K
26,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,51,United-States,<=50K
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K
36,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,25,United-States,<=50K
38,Private,Bachelors,Never-married,Other-service,White,Female,40,United-States,<=50K
52,Private,HS-grad,Never-married,Craft-repair,White,Female,20,United-States,<=50K
36,Private,Assoc-acdm,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Protective-serv,Black,Male,17,United-States,<=50K
30,Private,Masters,Never-married,Armed-Forces,White,Male,40,United-States,<=50K
43,Without-pay,Prof-school,Divorced,Other-service,White,Female,23,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Female,23,United-States,<=50K
49,State-gov,12th,Married-civ-spouse,Exec-managerial,White,Male,58,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Sales,White,Male,24,United-States,<=50K
32,Private,Some-college,Widowed,Transport-moving,White,Male,47,United-States,<=50K
48,Self-emp-inc,Prof-school,Married-civ-spouse,Craft-repair,White,Male,42,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,69,Other,>50K
26,Private,Bachelors,Married-civ-spouse,Priv-house-serv,White,Male,49,United-States,<=50K
54,Self-emp-inc,Assoc-voc,Never-married,Farming-fishing,White,Male,22,United-States,<=50K
17,Private,HS-grad,Married-civ-spouse,Adm-clerical,Other,Male,43,Mexico,<=50K
48,Private,Masters,Separated,Handlers-cleaners,White,Female,49,United-States,<=50K
21,Private,HS-grad,Married-civ-spouse,Armed-Forces,White,Male,36,United-States,<=50K
62,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,25,United-States,<=50K
17,Private,12th,Divorced,Armed-Forces,White,Male,34,United-States,<=50K
52,Private,HS-grad,Never-married,Tech-support,White,Female,48,United-States,<=50K
36,Private,Preschool,Never-married,Adm-clerical,White,Male,25,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Protective-serv,Asian-Pac-Islander,Female,36,United-States,<=50K
40,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,36,United-States,<=50K
46,Private,HS-grad,Never-married,Craft-repair,White,Male,43,United-States,<=50K
26,Local-gov,Masters,Never-married,Farming-fishing,Asian-Pac-Islander,Male,26,United-States,<=50K
27,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,32,United-States,<=50K
46,State-gov,HS-grad,Widowed,Machine-op-inspct,White,Female,34,United-States,<=50K
17,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,47,United-States,>50K
30,Private,Some-college,Divorced,Handlers-cleaners,White,Female,36,United-States,<=50K
77,Private,Some-college,Divorced,Transport-moving,White,Male,37,United-States,<=50K
25,Private,HS-grad,Divorced,Protective-serv,White,Male,18,United-States,<=50K
52,Self-emp-not-inc,HS-grad,Divorced,Adm-clerical,White,Female,36,Other,<=50K
30,Private,HS-grad,Never-married,Adm-clerical,Black,Female,47,United-States,<=50K
44,Private,Masters,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Female,28,United-States,<=50K
46,Private,HS-grad,Never-married,Priv-house-serv,White,Female,47,United-States,<=50K
52,Self-emp-inc,HS-grad,Married-civ-spouse,Armed-Forces,White,Female,19,United-States,<=50K
35,Private,Assoc-voc,Never-married,Prof-specialty,Black,Male,27,United-States,>50K
63,Private,11th,Never-married,Protective-serv,White,Male,45,United-States,<=50K
30,Private,Some-college,Divorced,Other-service,White,Male,29,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Female,21,United-States,<=50K
41,Private,9th,Married-civ-spouse,Sales,White,Male,53,Germany,<=50K
23,Private,11th,Divorced,Armed-Forces,White,Male,54,Other,<=50K
34,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Female,38,United-States,>50K
40,State-gov,Bachelors,Never-married,Sales,White,Female,49,United-States,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,49,United-States,<=50K
69,Private,Bachelors,Married-civ-spouse,Adm-clerical,Black,Male,35,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Armed-Forces,Black,Male,58,United-States,<=50K
53,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,White,Male,64,United-States,>50K
49,Private,Some-college,Separated,Exec-managerial,Black,Male,29,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,34,United-States,<=50K
26,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Female,48,United-States,<=50K
28,Self-emp-inc,HS-grad,Never-married,Sales,White,Female,48,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Tech-support,White,Female,45,United-States,<=50K
17,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,54,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Female,42,Philippines,<=50K
18,Private,HS-grad,Divorced,Armed-Forces,Black,Female,17,United-States,<=50K
55,Private,11th,Never-married,Prof-specialty,Black,Female,41,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Farming-fishing,White,Female,69,United-States,<=50K
